Site Code,Latitude,Longitude,PhysicalAddressCounty,Call Group,Owner,Cluster_ID
LUS,31.7892472,-85.5578639,,FO-AL-EUFAULA,APC,71
LUT,33.20796,-84.76022,Meriwether,FO-GA-SW-COLUMBUS,GPC,1
LUV,31.706183,-86.241556,Crenshaw,FO-AL-EUFAULA,APC,113
LVS,32.60194,-88.1625,Sumter,FO-AL-DEMOPOLIS,APC,6
LVT,32.6432944,-82.7847306,LOVETT,FO-GA-SE-AUGUSTA 2,GPC,16
LWD,33.252319,-85.60245,RANDOLPH,FO-AL-ASHLAND,APC,1
LWS,34.8573056,-86.4279167,,FO-AL-ALBERTVILLE,SOLINC,1
LY1,33.188001,-86.774331,Shelby,FO-AL-BIRMINGHAM SOUTH,APC,1
LYD,32.954039,-86.537792,CHILTON,FO-AL-BIRMINGHAM SOUTH,APC,1
LYN,30.51177,-89.10433,Harrison,FO-MS-O-SOUTHEAST,MPC,6
LYO,32.2165,-82.3194,Toombs,FO-GA-SE-BAXLEY,GPC,16
MAA,32.1144889,-87.6553611,MAGNOLIA,FO-AL-MOBILE NORTHEAST,APC,62
MAB,33.818309,-84.570958,Cobb,FO-GA-NW-COBB,GPC,1
MAE,34.020209,-84.595576,Cobb,FO-GA-NW-COBB,SOGAS,1
MAG,30.427816,-87.79941,Baldwin,FO-AL-MOBILE SOUTHEAST,APC,6
MAH,32.858529,-84.622587,Meriwether,FO-GA-SW-COLUMBUS,GPC,1
MAI,32.44063,-87.2829,Dallas,FO-AL-DEMOPOLIS,APC,1
MAL,34.080556,-83.9852,Gwinnett,FO-GA-NE-CUMMING,GPC,1
MAN,32.85805,-84.620851,Meriwether,FO-GA-SW-COLUMBUS,GPC,1
MAO,32.4465278,-88.6325556,,FO-MS-O-NORTH,MPC,6
MAP,32.7836,-86.8989,Chilton,FO-AL-MONTGOMERY WEST,APC,1
MAR,33.9513,-84.5322,Cobb,FO-GA-NW-COBB,GPC,1
MAS,33.43823,-84.7109,Coweta,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
MAT,34.76558,-83.416904,Rabun,FO-GA-NE-CORNELIA,GPC,1
MAV,30.65306,-88.095,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,6
MAY,30.73361,-81.54667,Camden,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
MBB,32.801903,-84.661969,TALBOT,FO-GA-SW-COLUMBUS,GPC,1
MBC,32.37778,-86.29639,Montgomery,FO-AL-MONTGOMERY EAST,APC,1
MBH,34.421675,-84.3384417,MARBLE HILL,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
MBS,30.6795,-87.8399,Baldwin,FO-AL-MOBILE SOUTHEAST,APC,6
MBZ,33.75463,-84.402055,,FO-GA-NW-METRO NORTHWEST,GPC,1
MC1,30.69286,-88.03915,Mobile,FO-AL-MOBILE SOUTHEAST,APC,6
MCB,33.23717,-81.92074,Burke,FO-GA-SE-AUGUSTA 2,GPC,1
MCC,30.371149,-89.089288,Harrison,FO-MS-O-SOUTH CENTRAL,MPC,6
MCE,32.024319,-82.895504,Telfair,FO-GA-SE-BAXLEY,GPC,16
MCH,31.53194,-87.31389,Monroe,FO-AL-SOUTH-MOBILE BLT HUB,APC,1
MCI,32.356052,-81.169106,Effingham,FO-GA-SE-SAVANNAH 2,GPC,5
MCK,31.50239,-86.70513,Conecuh,FO-AL-MONTGOMERY WEST,APC,1
MCL,31.217,-89.1825,,FO-MS-O-CENTRAL,MPC,6
MCM,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
MCO,30.67859,-88.190078,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,6
MCP,32.351994,-81.180892,Effingham,FO-GA-SE-SAVANNAH 2,GPC,5
MCQ,33.10416,-86.84249,Shelby,FO-AL-BIRMINGHAM SOUTH,APC,1
MCS,31.559301,-84.092668,Dougherty,FO-GA-SW-BAINBRIDGE,GPC,12
MCT,32.356052,-81.169106,Effingham,FO-GA-SE-SAVANNAH 2,GPC,5
MCU,33.4644,-84.1591,Henry,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
MCY,32.356111,-81.172657,Effingham,FO-GA-SE-SAVANNAH 2,GPC,5
MDC,33.173843,-86.766618,Shelby,FO-AL-BIRMINGHAM SOUTH,APC,1
MDD,31.352173,-85.545503,Dale,FO-AL-DOTHAN WEST,APC,11
MDN,32.367296,-88.703056,Lauderdale,FO-MS-O-NORTH,MPC,6
MDS,33.781117,-84.364492,Fulton,FO-GA-NE-METRO NORTHEAST,GPC,1
MDT,30.694584,-88.042835,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,6
MDY,30.9742639,-83.2185306,MOODY AFB,FO-GA-SW-VALDOSTA,GPC,2
MEA,33.91058,-84.43343,Fulton,FO-GA-NW-COBB,GPC,1
MED,30.367928,-89.092464,Harrison,FO-MS-O-SOUTH CENTRAL,MPC,6
MEE,33.70055,-84.17445,DeKalb,FO-GA-NE-CONYERS,GPC,1
MEL,32.1567,-81.3689,Effingham,FO-GA-SE-SAVANNAH 2,GPC,5
MEM,35.09195,-90.00311,Shelby,FO-GA-SE-NATIONAL,SNC,159
MEN,34.517927,-85.49205,Chattooga,FO-GA-NW-FLOYD & NORTH,GPC,1
MEO,33.7802,-84.2364,DeKalb,FO-GA-NE-CONYERS,GPC,1
MER,32.323739,-82.184143,Candler,FO-GA-SE-BAXLEY,GPC,160
MFB,34.325734,-84.327727,Cherokee,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
MFD,30.372159,-89.09683,Harrison,FO-MS-O-SOUTH CENTRAL,MPC,6
MFO,32.816656,-83.673763,Bibb,FO-GA-SW-MACON-EAST,GPC,1
MGN,31.531331,-84.592144,Calhoun,FO-GA-SW-BAINBRIDGE,GPC,161
MGP,32.403167,-86.22905,Montgomery,FO-AL-MONTGOMERY EAST,APC,1
MGR,32.376114,-86.299644,Montgomery,FO-AL-MONTGOMERY EAST,APC,1
MGT,33.45406,-82.06544,Richmond,FO-GA-SE-AUGUSTA 2,GPC,1
MH1,33.518603,-86.812287,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,APC,1
MH2,33.518603,-86.812287,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,APC,1
MH3,33.518603,-86.812287,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,APC,1
MH4,33.518603,-86.812287,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,APC,1
MH5,33.518603,-86.812287,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,APC,1
MH6,33.518603,-86.812287,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,APC,1
MHQ,33.5631,-83.4836,Morgan,FO-GA-NE-ATHENS WEST,GPC,1
MIA,32.023433,-83.081386,Dodge,FO-GA-SE-BAXLEY,GPC,162
MIB,32.46306,-86.38861,Elmore,FO-AL-MONTGOMERY EAST,APC,1
MID,32.848931,-82.220722,Burke,FO-GA-SE-AUGUSTA 2,GPC,45
MIE,33.077384,-83.226502,Baldwin,FO-GA-SW-MACON-EAST,SOGAS,1
MIN,32.8177,-81.9809,Jenkins,FO-GA-SE-AUGUSTA 2,GPC,107
MIP,33.6042,-88.0226,Lamar,FO-AL-FAYETTE,APC,1
MIS,30.364868,-89.096932,Harrison,FO-MS-O-SOUTH CENTRAL,MPC,6
MIT,31.4447,-84.1369,Dougherty,FO-GA-SW-BAINBRIDGE,GPC,12
MIW,31.27513,-82.56687,Ware,FO-GA-SE-WAYCROSS,GPC,101
MKN,31.4499722,-81.9231389,MCKINNON,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,42
MLA,31.11185,-88.8208389,,FO-MS-O-CENTRAL,MPC,153
MLB,33.221094,-99.588064,HASKELL,FO-GA-SE-NATIONAL,SPC,163
MLG,30.64,-87.05527,Santa Rosa,FO-FL-NEXTERA ENERGY,NextEra,6
MLL,33.077383,-83.146602,Baldwin,FO-GA-SW-MACON-EAST,GPC,1
MLN,32.893455,-83.51694,Jones,FO-GA-SW-MACON-EAST,SOGAS,1
MLO,33.095514,-83.249964,Baldwin,FO-GA-SW-MACON-EAST,GPC,1
MLR,33.1759,-85.8912,Clay,FO-AL-ASHLAND,APC,1
MLS,35.616222,-119.849478,Kern,FO-SPC-PLANT SUPPORT 2 BLT HUB,SPC,41
MLT,30.6203,-87.055,Santa Rosa,FO-FL-NEXTERA ENERGY,NextEra,6
MLV,33.103005,-83.250399,Baldwin,FO-GA-SW-MACON-EAST,GPC,1
MLY,32.414837,-88.647283,Lauderdale,FO-MS-O-NORTH,MPC,6
MMB,30.669654,-88.071328,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,6
MMC,30.65306,-88.095,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,6
MMD,30.65306,-88.095,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,6
MMG,30.65306,-88.095,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,6
MMP,31.14798,-85.37274,Houston,FO-AL-DOTHAN EAST,APC,11
MNA,33.048,-84.4827972,MOLENA,FO-GA-SW-MACON-WEST,GPC,1
MNC,32.857615,-84.621322,Meriwether,FO-GA-SW-COLUMBUS,GPC,1
MNI,33.634211,-87.059129,Jefferson,FO-AL-MILLER SP,APC,1
MNR,31.50389,-87.31917,Monroe,FO-AL-SOUTH-MOBILE BLT HUB,APC,1
MNT,34.591625,-85.6404306,,FO-AL-GADSDEN,SOLINC,1
MOC,33.2946,-83.6918,Jasper,FO-GA-SW-MACON-EAST,GPC,1
MOE,33.308694,-84.777472,Coweta,FO-GA-SW-COLUMBUS,GPC,1
MOG,31.94221,-81.12164,Chatham,FO-GA-SE-SAVANNAH 3,GPC,5
MOH,33.70055,-84.17889,Dekalb,FO-GA-NE-CONYERS,GPC,1
MOI,41.415273,-88.307247,Grundy,FO-GA-SE-ILLINOIS-SOUTH,SOGAS,164
MOL,31.215343,-83.79921,Colquitt,FO-GA-SW-BAINBRIDGE,GPC,13
MON,32.33467,-86.28749,Montgomery,FO-AL-MONTGOMERY WEST,APC,1
MOO,33.8196,-83.7476,Walton,FO-GA-NE-ATHENS WEST,GPC,1
MOR,33.96806,-84.38389,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
MOS,30.952675,-83.220836,Lowndes,FO-GA-SW-VALDOSTA,GPC,2
MOU,33.005531,-87.600219,Tuscaloosa,FO-AL-DEMOPOLIS,APC,1
MOV,34.6254444,-86.8975556,,FO-AL-BIRMINGHAM NORTH,SOLINC,1
MOW,33.562719,-84.340997,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
MPB,30.366525,-89.096889,Harrison,FO-MS-O-SOUTH CENTRAL,MPC,6
MPG,30.364997,-89.097115,Harrison,FO-MS-O-SOUTH CENTRAL,MPC,6
MPK,33.3437,-86.7919,Shelby,FO-AL-BIRMINGHAM SOUTHWEST,APC,1
MPL,33.7611,-84.4036,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
MPS,32.34083,-88.73918,Lauderdale,FO-MS-O-NORTH,MPC,6
MPT,30.410125,-88.538743,Jackson,FO-MS-O-SOUTHEAST,MPC,6
MRB,34.039727,-84.570754,Cobb,FO-GA-NW-COBB,SOGAS,1
MRD,32.680742,-85.913655,Elmore,FO-AL-PHENIX CITY,APC,1
MRG,34.45049,-86.56426,Marshall,FO-AL-BIRMINGHAM NORTH,SOLINC,1
MRH,32.4411667,-83.9253889,MARSHALLVILLE,FO-GA-SW-AMERICUS,GPC,1
MRI,31.17306,-83.78778,Colquitt,FO-GA-SW-BAINBRIDGE,GPC,13
MRL,31.0395,-88.72,Greene,FO-MS-O-CENTRAL,MPC,153
MRO,32.300429,-90.185281,Hinds,FO-MS-O-CENTRAL,MPC,165
MRQ,33.76189,-84.38602,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
MRS,33.458953,-87.818392,Tuscaloosa,FO-AL-FAYETTE,APC,1
MRT,33.514061,-82.110461,Columbia,FO-GA-SE-AUGUSTA 1,GPC,1
MRV,31.463463,-87.336561,Monroe,FO-AL-SOUTH-MOBILE BLT HUB,APC,1
MSC,32.389623,-88.673133,Lauderdale,FO-MS-O-NORTH,MPC,6
MSD,33.7445194,-85.3995806,MUSCADINE,FO-AL-GADSDEN,APC,1
MSH,34.71552,-87.65253,Colbert,FO-AL-JASPER,SOLINC,1
MSI,30.4514361,-88.5528528,,FO-MS-O-SOUTHEAST,MPC,6
MSL,31.54972,-89.25472,Jones,FO-MS-O-CENTRAL,MPC,6
MSO,33.518603,-86.812287,Jefferson,FO-APCCORP-APC CORP HQ BLT HUB,APC,1
MSP,32.537363,-107.493608,LUNA,FO-SPC-PLANT SUPPORT 1 BLT HUB,SPC,166
MST,32.390585,-88.672563,Lauderdale,FO-MS-O-NORTH,SCS,6
MSV,32.933954,-83.72385,Bibb,FO-GA-SW-MACON-WEST,SOGAS,1
MSW,30.64,-87.05527,Santa Rosa,FO-FL-NEXTERA ENERGY,NextEra,6
MTB,34.1279722,-86.1176111,MOUNTAINBORO,FO-AL-ALBERTVILLE,APC,1
MTC,32.403167,-86.22905,Montgomery,FO-AL-MONTGOMERY EAST,APC,1
MTE,33.68225,-84.05446,Rockdale,FO-GA-NE-CONYERS,GPC,1
MTG,32.377154,-86.305945,Montgomery,FO-AL-MONTGOMERY EAST,APC,1
MTH,32.506315,-84.93383,Muscogee,FO-GA-SW-COLUMBUS,GPC,1
MTM,33.780169,-84.364171,Fulton,FO-GA-NE-METRO NORTHEAST,GPC,1
MTO,30.371564,-89.09694,Harrison,FO-MS-O-SOUTH CENTRAL,MPC,6
MTW,33.55718,-84.5345,Fulton,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
MUN,33.5001,-85.9865,Talladega,FO-AL-ANNISTON,APC,1
MUT,34.4617,-87.2656,Lawrence,FO-AL-JASPER,SOLINC,167
MVL,33.101235,-86.862989,Shelby,FO-AL-BIRMINGHAM SOUTH,APC,1
MVM,32.37167,-88.69722,Lauderdale,FO-MS-O-NORTH,MPC,6
MVN,31.13761,-85.49522,Geneva,FO-AL-DOTHAN WEST,APC,11
MWH,32.811474,-83.560107,BIBB,FO-GA-SW-MACON-EAST,GPC,1
MWT,30.679639,-88.189861,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,6
MWY,32.0921,-85.4892,Bullock,FO-AL-EUFAULA,APC,1
MXE,30.954778,-89.187556,FORREST,FO-MS-O-SOUTHWEST,MPC,6
MYN,32.4280833,-85.3531389,,FO-AL-PHENIX CITY,APC,1
MYS,34.246519,-83.552751,Jackson,FO-GA-NE-GAINESVILLE,GPC,1
MYV,34.76848,-86.4651,Madison,FO-AL-ALBERTVILLE,SOLINC,1
NA1,41.714227,-88.153622,Will,FO-GA-SE-ILLINOIS-SOUTH,SOGAS,29
NAC,34.755338,-83.501329,Rabun,FO-GA-NE-CORNELIA,GPC,1
NAH,31.17375,-83.23675,Berrien,FO-GA-SW-VALDOSTA,GPC,9
NAM,31.09235,-87.53999,Escambia,FO-AL-MOBILE NORTHEAST,APC,6
NAN,32.1161667,-88.0051111,NANAFALIA,FO-AL-MOBILE NORTHEAST,APC,168
NAR,33.492955,-84.283439,Henry,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
NAT,34.033817,-87.61336,Winston,FO-AL-JASPER,APC,1
NAU,41.803099,-88.351793,KANE,FO-GA-SE-ILLINOIS-NORTH,SOGAS,29
NBF,31.6004667,-84.8547556,NORTH BLUFFTON,FO-GA-SW-BAINBRIDGE,GPC,4
NBL,32.530514,-88.727158,Lauderdale,FO-MS-O-NORTH,MPC,6
NBR,34.1350694,-87.7854611,NORTH BRILLIANT,FO-AL-JASPER,APC,1
NBS,33.9703,-85.4589694,NORTH BORDEN SPRINGS,FO-AL-GADSDEN,APC,1
NCA,30.635964,-89.421458,Hancock,FO-MS-O-SOUTHWEST,MPC,6
NCB,34.065005,-84.520043,Cobb,FO-GA-NW-COBB,GPC,1
NCC,33.238399,-87.562255,Tuscaloosa,FO-AL-FAYETTE,APC,1
NCE,32.976975,-87.118911,Bibb,FO-AL-TUSCALOOSA,APC,1
NCH,31.6184889,-83.5685194,NORTH CHULA,FO-GA-SE-WAYCROSS,GPC,13
NCL,32.85357,-86.65158,Chilton,FO-AL-MONTGOMERY EAST,APC,1
NCV,30.51611,-86.46806,Okaloosa,FO-FL-NEXTERA ENERGY,NextEra,6
NCX,30.9129583,-84.4131028,NORTH CLIMAX,FO-GA-SW-BAINBRIDGE,GPC,30
NDA,34.438317,-84.123009,Dawson,FO-GA-NE-CUMMING,GPC,1
NDB,32.6846306,-83.0947694,NW DUBLIN,FO-GA-SW-PERRY,GPC,169
NDC,34.613877,-86.988436,Morgan,FO-AL-BIRMINGHAM NORTH,SOLINC,1
NDE,32.9259,-83.70199,Bibb,FO-GA-SW-MACON-WEST,GPC,1
NDL,33.83345,-84.33353,DeKalb,FO-GA-NE-METRO NORTHEAST,GPC,1
NDU,32.5583,-82.9005,Laurens,FO-GA-SW-PERRY,GPC,16
NEB,31.3886,-85.9212,Coffee,FO-AL-DOTHAN WEST,APC,11
NEC,41.807489,-88.115489,DuPage,FO-GA-SE-ILLINOIS-SOUTH,SOGAS,29
NED,33.352969,-84.787438,Coweta,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,SOGAS,1
NEF,33.329325,-84.9763639,NE FRANKLIN,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
NEG,32.8434722,-87.478,NE GREENSBORO,FO-AL-DEMOPOLIS,APC,1
NEH,34.744053,-83.623994,NE HELEN,FO-GA-NE-CORNELIA,GPC,1
NEL,32.2089389,-81.4700278,BRYAN,FO-GA-SE-SAVANNAH 2,GPC,5
NEM,32.892028,-83.594333,Jones,FO-GA-SW-MACON-EAST,GPC,1
NEN,33.3861,-84.7896,Coweta,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
NEO,30.4388889,-88.7125,,FO-MS-O-SOUTH,MPC,6
NEP,31.3407,-85.8674,Coffee,FO-AL-DOTHAN WEST,APC,11
NES,33.02635,-85.78664,Tallapoosa,FO-AL-ASHLAND,APC,1
NET,32.246306,-88.828083,LAUDERDALE,FO-MS-O-NORTH CENTRAL,MPC,6
NEV,32.2809111,-81.7641611,NEVILS,FO-GA-SE-SAVANNAH 3,GPC,5
NEW,32.3272,-89.1625,Newton,FO-MS-O-NORTH CENTRAL,MPC,6
NEY,32.9529278,-83.2171111,NE IVEY,FO-GA-SW-MACON-EAST,GPC,1
NFD,34.064246,-84.309785,Fulton,FO-GA-NE-CUMMING,GPC,1
NFK,32.6881222,-87.9025,NORTH FORKLAND,FO-AL-DEMOPOLIS,APC,88
NFL,34.8358,-87.6248,Lauderdale,FO-AL-JASPER,SOLINC,1
NFR,31.1325,-86.2880194,NORTH FLORALA,FO-AL-DOTHAN WEST,APC,19
NGB,41.794145,-88.240948,,FO-GA-SE-ILLINOIS-SOUTH,SOGAS,29
NGE,41.801871,-88.238072,DUPAGE,FO-GA-SE-ILLINOIS-SOUTH,SOGAS,29
NGF,34.75741,-83.49792,Rabun,FO-GA-NE-CORNELIA,GPC,1
NGH,34.70761,-83.36651,Habersham,FO-GA-NE-CORNELIA,GPC,1
NGL,34.75741,-83.49792,Rabun,FO-GA-NE-CORNELIA,GPC,1
NGN,34.291292,-83.825796,Hall,FO-GA-NE-GAINESVILLE,GPC,1
NGP,30.413618,-89.095409,Harrison,FO-MS-O-SOUTH CENTRAL,MPC,6
NGS,41.417853,-88.301546,,FO-GA-SE-ILLINOIS-SOUTH,SOGAS,164
NGT,34.441333,-86.307944,Marshall,FO-AL-ALBERTVILLE,SOLINC,1
NGV,33.540836,-84.387801,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,SOGAS,1
NHP,34.5317472,-86.4127556,,FO-AL-ALBERTVILLE,SOLINC,1
NHT,31.4272,-89.3168889,,FO-MS-O-CENTRAL,MPC,6
NHV,41.807293,-88.197845,DuPage,FO-GA-SE-ILLINOIS-SOUTH,SOGAS,29
NIC,31.514474,-82.596213,Bacon,FO-GA-SE-WAYCROSS,GPC,101
NIH,34.119175,-83.4329167,NICHOLSON,FO-GA-NE-GAINESVILLE,GPC,1
NIV,34.369,-88.040833,Franklin,FO-AL-JASPER,APC,1
NIX,32.8643,-86.09155,NIXBURG,FO-AL-ASHLAND,APC,1
NJL,33.4383361,-83.9021361,NORTH JACKSON LAKE,FO-GA-NE-CONYERS,GPC,1
NKL,30.477422,-89.422297,Hancock,FO-MS-O-SOUTHWEST,MPC,6
NLV,33.1046306,-82.4233,NORTH LOUISVILLE,FO-GA-SE-AUGUSTA 2,GPC,45
NMB,32.528619,-86.389619,Elmore,FO-AL-MONTGOMERY EAST,APC,1
NMD,32.4125667,-88.701925,NORTH MERIDIAN,FO-MS-O-NORTH,MPC,6
NME,34.4252806,-85.2345806,NW ARMUCHEE,FO-GA-NW-FLOYD & NORTH,GPC,1
NMS,33.494839,-82.608908,Warren,FO-GA-SE-AUGUSTA 1,GPC,1
NNL,33.9336389,-82.7664889,NORTH TIGNALL,FO-GA-NE-ATHENS EAST,GPC,75
NOA,33.800663,-84.393795,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
NOH,33.354683,-84.791611,Coweta,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
NOK,34.6728889,-84.6779694,NORTH OAKMAN,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
NOP,31.2992,-86.2086,Covington,FO-AL-DOTHAN WEST,APC,19
NOT,33.896,-84.6812,Cobb,FO-GA-NW-COBB,GPC,1
NOV,33.71105,-86.3813,NE ODENVILLE,FO-AL-BIRMINGHAM EAST,APC,1
NOW,34.124819,-84.5133,Cherokee,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
NPH,41.807947,-88.19789,DuPage,FO-GA-SE-ILLINOIS-SOUTH,SOGAS,29
NPM,32.9251389,-84.9381111,NW PINE MOUNTAIN,FO-GA-SW-COLUMBUS,GPC,1
NPN,37.083017,-76.463109,Newport News,FO-GA-SE-NATIONAL,SOGAS,170
NPS,32.469396,-83.73753,Houston,FO-GA-SW-PERRY,GPC,1
NRA,32.1872778,-84.69825,NORTH RICHLAND,FO-GA-SW-AMERICUS,GPC,1
NRD,41.80739,-88.194862,DuPage,FO-GA-SE-ILLINOIS-SOUTH,SOGAS,29
NRF,33.781591,-86.422963,St. Clair,FO-AL-BIRMINGHAM EAST,APC,1
NRJ,33.3777778,-87.1196139,NORTH JOHNS,FO-AL-BIRMINGHAM NORTHWEST,APC,1
NRK,33.2154389,-85.4106611,NORTH ROANOKE,FO-AL-ASHLAND,APC,1
NRT,32.5544722,-82.4970833,NORTH NORRISTOWN,FO-GA-SE-BAXLEY,GPC,16
NRW,33.502186,-82.718828,Warren,FO-GA-SE-AUGUSTA 1,GPC,1
NSA,33.041902,-85.7703,Tallapoosa,FO-AL-ASHLAND,APC,1
NSB,33.296037,-86.814212,Shelby,FO-AL-BIRMINGHAM SOUTHWEST,APC,1
NSC,30.757838,-88.216439,Mobile,FO-AL-MOBILE NORTHWEST,APC,6
NSD,33.921344,-84.308449,DeKalb,FO-GA-NE-METRO NORTHEAST,GPC,1
NSH,33.9211,-84.3083,Dekalb,FO-GA-NE-METRO NORTHEAST,GPC,1
NST,36.720617,-120.42146,Fresno,FO-SPC-PLANT SUPPORT 2 BLT HUB,SPC,171
NSV,42.306838,-88.146226,LAKE,FO-GA-SE-ILLINOIS-NORTH,SOGAS,141
NTA,33.96647,-83.39844,Clarke,FO-GA-NE-ATHENS EAST,GPC,1
NTC,33.588034,-85.102431,Carroll,FO-GA-NW-CARROLL/HEARD/DOUGLAS,GPC,1
NTG,32.573044,-85.694261,NOTASULGA,FO-AL-PHENIX CITY,APC,1
NTH,33.1804972,-85.0096556,NORTH HILLCREST,FO-GA-SW-COLUMBUS,GPC,1
NTL,31.3444889,-81.7226611,NW THALMANN,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
NTM,33.354683,-84.791611,Coweta,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
NTN,33.7344528,-85.877,NW ANNISTON,FO-AL-GADSDEN,APC,1
NTP,33.244877,-87.595231,Tuscaloosa,FO-AL-FAYETTE,APC,1
NTR,34.249803,-85.160362,Floyd,FO-GA-NW-FLOYD & NORTH,GPC,1
NTU,33.3241,-87.5213,Tuscaloosa,FO-AL-TUSCALOOSA,APC,1
NTW,31.6030806,-81.5916111,NW TOWNSEND,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,172
NUG,33.777763,-84.416919,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
NUT,34.073339,-86.308,Etowah,FO-AL-ALBERTVILLE,APC,1
NVC,33.45954,-86.3558,Saint Clair,FO-AL-ASHLAND,APC,1
NVG,40.51775,-74.856289,Hunterdon,FO*-SJI Contacts,SOGAS,117
NVO,34.006431,-87.424252,Winston,FO-AL-JASPER,APC,1
NWA,34.090005,-84.346441,Fulton,FO-GA-NE-CUMMING,GPC,1
NWB,30.480833,-88.935556,,FO-MS-O-SOUTHEAST,MPC,6
NWD,31.2685,-85.4396,Houston,FO-AL-DOTHAN WEST,APC,11
NWE,30.73805,-88.594311,,FO-MS-O-SOUTH,MPC,6
NWF,32.682469,-85.012972,Harris,FO-GA-SW-COLUMBUS,GPC,1
NWG,30.464611,-88.410061,,FO-MS-O-SOUTHEAST,MPC,6
NWH,33.917753,-86.335303,Saint Clair,FO-AL-ALBERTVILLE,APC,1
NWM,32.888619,-83.757416,Bibb,FO-GA-SW-MACON-WEST,GPC,1
NWN,33.355703,-84.791308,Coweta,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
NWP,32.49895,-85.04908,Russell,FO-AL-PHENIX CITY,APC,1
NWR,32.5958194,-87.5693306,NEWBERN,FO-AL-DEMOPOLIS,APC,122
NWS,33.027108,-86.777108,Chilton,FO-AL-BIRMINGHAM SOUTH,APC,1
NWT,34.90295,-85.5129,Dade,FO-GA-NW-FLOYD & NORTH,GPC,1
NWW,31.1575,-87.1544444,NW BREWTON,FO-AL-MOBILE NORTHEAST,APC,6
NWY,32.4549444,-83.7414444,,FO-GA-SW-PERRY,GPC,1
NYC,40.70774,-74.0117,New York,FO-GA-SE-NATIONAL,APC,173
OAG,33.211904,-86.312344,Talladega,FO-AL-ASHLAND,APC,1
OAM,34.57222,-84.70666,Gordon,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
OCH,31.467604,-85.651968,Dale,FO-AL-DOTHAN WEST,APC,11
OCI,31.55306,-83.20722,Irwin,FO-GA-SE-WAYCROSS,GPC,174
OCT,32.223578,-87.783316,Marengo,FO-AL-DEMOPOLIS,APC,62
ODH,33.600019,-84.379914,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
ODM,31.68604,-82.10039,Wayne,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,175
ODS,33.55107,-86.7228,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,APC,1
OE1,39.018108,-77.462489,Loudoun,FO-GA-SE-NATIONAL,GPC,125
OFF,31.40552,-82.11846,Pierce,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,42
OGE,32.2662,-84.1068,Macon,FO-GA-SW-AMERICUS,GPC,95
OGL,33.84405,-84.24248,DeKalb,FO-GA-NE-CONYERS,GPC,1
OHA,33.786856,-86.035,Calhoun,FO-AL-ALBERTVILLE,APC,1
